time_bin,timestamp,vol_total_num,vol_ann_num,vol_wd_num,vol_origin0,vol_origin1,vol_origin2,vol_peer_num,vol_pfx_num,vol_pfx_avg,vol_pfx_max,path_len_max,path_len_avg,path_unq_len_max,path_unq_len_avg,AS_count,AS_count_max,AS_count_avg,AS_rare_max,AS_rare_sum,pp_num,pp_max,pp_avg,is_WA,is_AW,is_WAW,is_longer_path,is_shorter_path,is_longer_unq_path,is_shorter_unq_path,is_new,is_dup_ann,is_AWnA,is_imp_wd,is_WnA,is_AWn,is_AnW,is_WAn,is_dup_wd,is_dup,is_flap,is_NADA,is_imp_wd_spath,is_imp_wd_dpath,edit_dist_max,edit_dist_avg,ED_0,ED_1,ED_2,ED_3,ED_4,ED_5,ED_6,ED_7,ED_8
77,2000-08-18 11:19,2350,2093,257,1283,0,810,11,596,3.942953,19,13,5.4457717,11,5.2078357,167,1285,65.26946,1,3,1776,4,1.3231982,580,231,22,482,275,415,247,8,1505,579,1026,93,8,294,132,26,479,207,372,188,838,11,1.0642554,1085,261,288,262,115,44,17,3,8
78,2000-08-18 11:20,6254,5916,338,5216,1,699,11,5233,1.1951079,16,14,4.7792425,12,4.437627,1117,4757,23.503134,1,125,5856,4,1.0679644,201,255,38,866,205,339,447,0,5715,201,5131,13,83,91,201,83,584,69,132,102,5029,12,1.3057244,766,3849,522,271,265,139,53,34,9
79,2000-08-18 11:21,2002,1436,566,1126,0,310,11,881,2.2724178,21,16,4.748607,13,4.485376,420,803,15.335714,1,25,1604,4,1.2481297,91,428,188,257,177,172,180,3,1342,91,1054,7,127,141,230,138,288,39,52,212,842,11,0.8956044,548,436,228,114,46,25,18,9,5
80,2000-08-18 11:22,4631,4147,484,2559,0,1588,11,722,6.4141273,21,13,4.672293,13,4.4422474,243,2662,75.8107,1,28,3330,5,1.3906907,476,386,140,214,1370,244,1220,39,3633,475,2644,59,52,313,239,97,989,292,183,728,1916,11,0.98769164,2068,435,1048,364,113,28,19,23,8
81,2000-08-18 11:23,1469,1383,86,898,0,485,11,400,3.6725,18,13,5.3687634,10,4.9718003,208,724,33.057693,1,2,1183,4,1.2417582,255,70,6,186,278,173,207,26,1103,255,684,49,9,212,39,15,419,206,49,125,559,11,1.0013615,758,182,238,64,41,33,18,17,3
82,2000-08-18 11:24,874,782,92,698,0,84,11,234,3.7350428,21,14,5.9744244,12,5.2621484,155,389,26.548388,0,0,641,4,1.3634945,97,78,8,261,139,194,121,9,677,96,519,11,12,120,63,13,158,62,34,91,428,12,1.7402745,319,110,101,84,34,45,17,40,8
83,2000-08-18 11:25,1881,1087,794,761,0,326,11,443,4.24605,19,12,5.198712,12,4.6660533,237,681,21.400845,1,8,1144,4,1.6442307,139,698,170,181,146,92,172,12,936,139,673,28,77,113,513,96,263,74,65,293,380,14,0.6592238,661,102,116,57,39,61,13,21,2
84,2000-08-18 11:26,1351,1007,344,785,0,222,11,541,2.4972274,16,12,4.998014,10,4.6812315,239,616,19.72385,1,9,1127,4,1.1987578,220,300,115,131,110,118,94,3,784,220,401,44,9,110,175,44,383,142,78,108,293,9,0.649889,694,93,87,45,34,8,3,39,
85,2000-08-18 11:27,1908,1761,147,1016,0,745,11,582,3.2783506,22,11,5.6030664,10,5.4628053,227,1387,42.378853,1,8,1480,4,1.2891892,667,86,21,199,307,195,230,25,1069,662,593,165,30,180,60,61,476,345,317,160,433,11,0.687631,1140,241,167,74,75,11,8,12,1
86,2000-08-18 11:28,1102,981,121,896,0,85,11,519,2.1233141,20,16,5.2803264,9,4.7186546,226,510,20.482302,1,6,865,4,1.2739885,86,82,23,188,299,217,167,5,893,84,640,8,26,57,56,36,253,19,65,51,589,14,1.7704175,334,234,113,70,92,50,7,49,15
87,2000-08-18 11:29,2075,1173,902,883,0,290,11,569,3.6467488,24,11,4.882353,9,4.624041,284,705,19.09859,1,16,1467,6,1.4144512,172,426,317,138,195,142,109,14,989,170,640,51,389,102,98,474,349,115,55,175,465,12,0.6713253,654,195,112,64,33,36,19,30,7
88,2000-08-18 11:30,1473,1340,133,476,0,864,11,268,5.4962687,19,13,5.341791,10,5.229851,160,1058,43.8,1,2,982,4,1.5,545,123,28,106,135,108,104,8,790,545,472,197,5,232,91,7,318,372,173,190,282,9,0.42837745,1016,166,66,51,20,6,4,4,
89,2000-08-18 11:31,700,656,44,518,0,138,11,166,4.2168674,13,11,5.503049,9,5.2393293,102,370,33.69608,1,1,537,4,1.3035382,162,34,5,152,70,112,55,1,494,162,353,99,8,110,27,9,141,123,39,97,256,9,0.72571427,398,108,67,71,11,,,,
90,2000-08-18 11:33,1252,965,287,677,0,288,11,386,3.2435234,18,10,5.3253884,10,5.1025906,174,527,28.298851,1,3,880,4,1.4227272,221,282,58,201,118,173,117,0,744,220,556,16,3,60,224,5,188,131,89,211,345,8,0.68929714,595,105,96,138,11,11,4,3,1
91,2000-08-18 11:33,1424,673,751,651,0,22,11,309,4.608414,22,11,4.9539375,10,4.548291,149,324,20.543625,0,0,1104,4,1.2898551,111,538,258,158,96,137,85,4,558,107,414,27,189,50,277,213,144,55,52,117,297,8,0.5014045,333,114,137,35,25,8,11,1,1
92,2000-08-18 11:34,2428,2168,260,1249,0,919,11,303,8.013202,18,15,5.5023065,12,5.291974,157,1430,73.07643,1,3,1588,4,1.5289673,555,176,57,503,181,454,176,12,1601,555,1219,112,69,211,114,84,382,314,241,434,785,12,1.0275947,1250,195,168,362,122,26,15,3,4
93,2000-08-18 11:35,1558,1384,174,1146,0,238,11,303,5.1419144,23,15,5.164017,10,4.824422,168,732,39.74405,1,1,1261,4,1.2355274,247,142,28,323,348,260,321,0,1137,247,856,52,26,176,90,32,281,103,144,168,688,17,1.4332478,604,183,172,272,55,48,23,4,4
94,2000-08-18 11:36,1393,1045,348,746,0,299,11,356,3.9129214,20,11,5.5655503,9,5.1196175,177,595,30.225988,0,0,1040,5,1.3394231,191,235,73,222,103,160,151,0,854,191,578,16,106,190,149,113,276,62,129,210,368,11,0.83991385,649,105,88,61,57,51,20,12,1
95,2000-08-18 11:37,1506,684,822,638,0,46,11,258,5.837209,16,12,5.5745616,10,5.2105265,155,411,22.993547,1,4,1157,3,1.3016422,113,777,147,92,154,111,119,0,571,113,369,21,41,51,625,45,202,49,64,119,250,7,0.5597609,392,57,75,76,39,19,25,1,
96,2000-08-18 11:38,1404,1248,156,540,0,708,11,285,4.926316,19,12,5.386218,10,5.2516026,146,959,44.89041,0,0,1056,4,1.3295455,459,142,20,75,237,65,174,6,787,457,541,193,8,230,113,10,246,284,173,215,326,10,0.65242165,846,150,81,120,19,10,12,4,1
97,2000-08-18 11:39,914,799,115,543,0,256,11,230,3.973913,15,12,5.7396746,9,5.3717146,141,511,30.439716,0,0,719,5,1.27121,245,93,8,85,85,80,79,6,551,242,325,72,13,109,75,19,226,210,32,109,216,15,0.61050326,553,99,74,36,7,12,2,4,
98,2000-08-18 11:40,1361,889,472,481,0,408,11,246,5.5325203,21,16,5.478065,10,5.2575927,136,656,34.367645,1,1,927,3,1.468177,199,345,119,149,75,142,71,14,679,199,579,9,118,160,222,124,100,81,118,386,193,18,0.45407787,600,127,78,32,12,17,6,2,
99,2000-08-18 11:41,1602,894,708,490,0,404,11,278,5.76259,18,20,5.173378,10,4.816555,157,592,27.426752,1,1,1090,5,1.4697248,248,625,294,105,172,93,149,0,646,248,388,80,80,151,319,83,258,82,166,148,240,16,0.50062424,538,164,103,46,14,11,6,4,
100,2000-08-18 11:42,1213,1065,148,494,0,571,11,251,4.8326693,17,20,5.821596,10,5.656338,166,820,36.289158,1,4,942,5,1.2876858,455,84,12,104,70,79,66,0,610,453,301,131,61,192,67,64,309,243,210,127,174,15,0.4699093,851,41,81,54,14,7,8,4,1
101,2000-08-18 11:43,652,595,57,501,0,94,11,255,2.5568628,19,20,5.0504203,10,4.584874,156,285,17.487179,1,10,517,4,1.2611219,61,50,15,111,107,102,88,6,530,60,362,25,3,70,30,5,168,45,15,79,283,17,1.0797546,295,96,95,57,21,15,2,6,1
102,2000-08-18 11:44,1919,1204,715,752,0,452,11,330,5.8151517,20,21,5.4792356,11,5.2491693,162,782,39.012344,1,13,1097,5,1.7493163,227,455,204,332,145,320,121,1,977,227,728,68,238,245,249,259,249,70,157,250,478,18,0.6388744,609,279,155,108,12,20,15,1,1
103,2000-08-18 11:45,1733,1261,472,517,1,743,11,281,6.1672597,19,12,5.3362412,11,5.215702,170,984,38.688236,0,0,1150,4,1.5069566,308,313,110,73,133,75,81,9,944,308,551,54,159,310,190,159,393,249,59,334,217,9,0.37045586,1019,47,59,80,20,12,11,2,1
104,2000-08-18 11:46,1415,1326,89,1012,0,314,11,339,4.1740413,16,14,5.5625944,12,5.180241,207,455,33.183575,1,23,1186,4,1.193086,336,78,27,356,161,427,85,3,987,336,746,110,9,82,33,11,241,241,95,124,622,9,1.1985866,628,219,201,159,58,16,17,19,3
105,2000-08-18 11:47,1759,1505,254,1319,0,186,11,402,4.375622,22,14,4.910299,14,4.5056477,167,701,40.60479,1,1,1235,4,1.4242915,211,145,27,297,436,279,387,3,1291,211,1078,18,70,115,110,109,213,32,179,250,828,10,1.2814099,615,193,284,257,103,31,4,5,2
106,2000-08-18 11:48,4262,3140,1122,1191,0,1949,11,596,7.1510067,22,14,5.530892,10,4.9015923,242,1638,63.599174,1,4,2396,5,1.778798,371,920,126,1074,539,1140,360,6,2763,369,2184,87,64,384,784,202,579,93,276,351,1833,10,1.1755044,1048,846,429,472,99,89,14,122,3
107,2000-08-18 11:49,3273,2995,278,1085,0,1910,11,517,6.3307543,20,11,5.260768,9,4.8046746,189,1344,76.137566,0,0,2364,4,1.3845178,663,263,56,319,621,214,661,4,2330,661,1680,187,10,433,204,13,650,389,272,218,1462,7,1.1439047,1455,431,472,366,168,40,14,45,
108,2000-08-18 11:50,1563,1403,160,1205,0,198,11,527,2.9658444,16,11,5.3613687,9,4.822523,184,448,36.77174,1,4,1324,4,1.1805136,124,104,10,309,363,204,329,1,1279,124,838,46,35,207,83,55,441,36,88,77,761,9,1.4753679,564,180,243,182,142,56,9,25,1
109,2000-08-18 11:51,2262,1778,484,1289,0,489,11,827,2.7351875,18,10,4.8841395,9,4.4550056,242,1070,32.731403,1,13,1676,5,1.349642,237,360,220,224,239,166,182,4,1537,237,1196,30,120,212,134,124,341,89,148,594,602,8,0.7387268,1134,110,234,155,90,42,6,2,1
110,2000-08-18 11:52,2618,2050,568,1344,0,706,11,525,4.9866667,23,14,5.300976,9,4.8536587,190,681,52.36842,2,9,1830,4,1.4306011,313,445,129,493,309,362,376,5,1733,313,1098,114,99,332,309,122,635,194,119,206,892,11,0.95072573,1071,284,319,145,83,111,15,6,5
111,2000-08-18 11:53,1504,1314,190,805,0,509,11,305,4.9311476,18,12,5.5776258,10,5.3759513,169,745,41.798817,1,4,1131,4,1.3297967,259,100,37,159,225,147,204,5,1052,258,672,43,84,265,55,88,380,206,52,257,415,11,0.70212764,850,148,154,103,26,16,4,4,
112,2000-08-18 11:54,882,661,221,523,0,138,11,337,2.6172106,20,13,5.173979,9,4.5219364,157,416,19.038216,1,1,584,5,1.5102739,107,211,8,159,72,120,93,1,553,107,430,11,7,81,201,10,123,29,78,180,250,9,0.8866213,364,87,85,46,24,44,2,6,1
113,2000-08-18 11:55,2032,1108,924,820,0,288,11,687,2.9577875,16,12,5.128159,10,4.5243683,229,601,21.89083,2,20,1743,4,1.165806,60,412,221,264,206,162,259,4,1046,59,787,16,241,65,182,510,259,24,35,263,524,11,0.74557084,552,173,117,80,80,83,16,,1
114,2000-08-18 11:56,1943,1741,202,821,1,919,11,398,4.8819094,17,14,5.705342,10,5.3997703,187,1187,50.272728,1,5,1420,4,1.3683099,516,160,44,151,254,178,202,0,1225,515,602,169,41,292,111,42,623,345,170,90,512,12,0.75913537,1166,142,205,91,66,59,4,2,1
115,2000-08-18 11:57,1051,965,86,739,0,226,11,222,4.7342343,18,10,5.758549,9,5.2176166,146,366,34.4863,1,4,790,4,1.3303797,187,63,13,161,179,154,109,3,776,186,484,30,21,177,43,22,292,148,38,120,364,12,1.0456707,565,108,94,87,39,52,10,3,
116,2000-08-18 11:58,983,821,162,475,0,346,11,247,3.979757,17,10,5.816078,9,5.3922048,141,503,31.397163,0,0,876,4,1.1221461,222,133,17,186,80,142,94,10,589,221,377,54,21,103,110,29,212,123,98,99,278,11,0.7558494,491,125,74,57,30,24,8,,
117,2000-08-18 11:59,1586,785,801,613,0,172,11,349,4.5444126,17,11,4.6738853,10,4.398726,116,385,29.76724,1,2,1220,4,1.3,124,670,171,147,105,126,93,2,660,124,443,23,126,66,495,130,217,47,77,184,259,7,0.45775536,460,96,119,61,35,10,2,1,
118,2000-08-18 12:00,1863,1713,150,988,0,725,11,261,7.137931,18,12,5.2101574,10,5.065966,135,1208,64.28148,1,5,1301,4,1.4319754,514,88,21,182,274,104,138,0,1199,514,802,198,61,291,67,62,397,403,111,235,567,7,0.76650566,1122,178,78,276,31,27,,1,
119,2000-08-18 12:01,1106,1038,68,972,0,66,11,216,5.1203704,19,13,5.0973024,9,4.8439307,146,384,34.438354,1,7,878,4,1.2596811,84,60,9,322,117,307,112,0,954,84,650,15,6,50,46,8,304,41,43,167,483,8,1.136528,529,143,97,198,35,33,1,1,1
120,2000-08-18 12:02,1389,1140,249,841,0,299,11,283,4.9081273,20,14,4.9429827,9,4.7789474,130,425,41.907692,1,2,1078,4,1.2884972,248,142,14,153,344,180,321,24,868,248,735,68,96,82,126,107,133,185,63,181,554,12,0.9323254,511,244,153,121,64,21,,,
121,2000-08-18 12:03,1384,562,822,425,0,137,11,251,5.513944,16,11,5.483986,9,4.9430604,112,380,24.803572,1,2,1085,4,1.275576,111,667,150,60,63,43,72,2,449,111,373,44,105,61,515,155,76,67,44,228,145,9,0.31069365,383,44,57,48,19,6,1,1,
122,2000-08-18 12:04,1348,1301,47,521,0,780,11,229,5.8864627,15,14,5.897771,9,5.7471175,112,1132,66.75893,0,0,1038,5,1.2986512,429,31,11,64,138,51,81,1,871,429,419,157,14,349,19,16,452,262,167,198,221,11,0.39688426,1059,116,27,82,5,,1,2,
123,2000-08-18 12:05,457,380,77,328,0,52,11,130,3.5153847,22,16,5.4736843,9,4.7,106,156,16.849056,0,0,345,4,1.3246377,101,63,18,110,67,63,63,27,252,97,177,25,14,43,39,14,75,27,70,35,142,12,1.0962801,146,72,36,72,9,4,3,1,
124,2000-08-18 12:06,3559,2429,1130,1043,0,1386,11,469,7.588486,19,11,5.572664,9,4.801976,151,1250,77.24503,0,0,2257,5,1.576872,493,863,191,781,382,694,371,28,1908,488,1605,54,241,378,672,267,303,141,347,317,1288,16,1.0432706,891,653,273,245,106,130,39,41,6
125,2000-08-18 12:07,3835,3115,720,1023,0,2092,11,450,8.5222225,21,13,5.6956663,10,5.025682,132,1531,118.59849,0,0,2503,4,1.5321614,631,507,77,730,643,556,649,0,2484,631,1841,78,205,421,403,213,643,334,297,256,1585,10,1.1303781,1379,558,474,382,131,93,21,60,11
126,2000-08-18 12:08,1335,1206,129,501,0,705,11,275,4.8545456,19,12,5.9013267,8,5.4013267,118,514,55.20339,0,0,1066,4,1.2523452,305,102,8,216,160,134,181,0,901,305,548,155,27,230,61,27,353,178,127,117,431,11,0.90786517,659,240,96,152,17,12,23,3,2
127,2000-08-18 12:09,802,552,250,319,0,233,11,214,3.7476635,16,10,5.6684785,10,5.451087,135,404,22.288889,1,1,725,4,1.1062069,230,195,74,96,65,88,57,1,321,230,200,30,53,50,116,55,121,85,145,47,153,8,0.52618456,368,76,37,38,13,12,4,2,1
128,2000-08-18 12:10,1750,845,905,578,0,267,11,345,5.072464,20,11,5.1633134,10,4.9349113,163,445,25.582823,1,5,1338,4,1.3079222,132,518,326,211,159,216,140,22,702,127,559,23,173,63,183,376,143,66,61,145,414,9,0.6045714,372,147,137,115,29,12,7,8,
129,2000-08-18 12:11,1770,1628,142,585,0,1043,11,260,6.8076925,19,12,5.400491,11,5.2371006,128,1254,66.609375,1,5,1238,4,1.4297254,632,124,75,195,229,178,217,15,985,629,503,243,14,280,46,14,482,429,200,185,318,9,0.6418079,1115,192,122,123,29,8,8,10,6
130,2000-08-18 12:12,671,544,127,515,0,29,11,129,5.2015505,22,14,5.6066175,9,5.2775736,126,289,22.785715,1,1,513,4,1.3079922,119,116,16,107,86,89,86,3,422,116,271,59,9,67,95,11,151,63,53,92,179,12,0.8718331,309,53,79,59,22,4,2,7,2
131,2000-08-18 12:13,1322,915,407,598,0,317,11,265,4.9886794,19,13,5.273224,9,5.0163937,173,515,26.531792,1,1,1030,4,1.2834952,231,205,133,134,166,116,147,0,684,228,483,96,140,170,65,202,201,21,207,199,284,12,0.6210287,552,150,92,60,30,9,5,8,3
132,2000-08-18 12:14,1907,1159,748,661,0,498,11,252,7.5674605,21,12,5.24849,10,5.1173425,165,731,35.945454,0,0,1159,6,1.645384,290,499,75,144,145,154,104,26,851,290,524,37,90,206,413,241,327,116,174,215,309,11,0.48767698,788,115,105,56,26,11,11,24,3
133,2000-08-18 12:15,1117,1038,79,527,0,511,11,227,4.920705,19,11,5.770713,10,5.586705,127,732,45.66142,0,0,946,4,1.1807611,250,61,16,59,183,56,116,3,785,250,331,65,15,307,39,18,454,102,148,104,227,8,0.56042975,740,125,57,91,12,2,1,6,1
134,2000-08-18 12:16,551,481,70,359,0,122,11,106,5.1981134,21,9,4.557173,8,4.2869024,117,150,17.623932,0,0,364,4,1.5137362,47,65,12,120,90,127,79,6,428,47,326,10,4,17,39,5,102,17,30,57,269,9,1.1905626,184,104,77,75,16,11,4,3,
135,2000-08-18 12:17,2130,1267,863,782,0,485,11,367,5.803815,21,11,5.0915546,9,4.947119,178,748,35.21348,1,12,1341,4,1.5883669,205,585,115,204,204,201,195,8,1054,205,729,96,203,176,460,278,325,31,174,311,418,10,0.58497655,747,155,183,79,39,29,11,10,4
136,2000-08-18 12:18,1235,914,321,428,0,486,11,296,4.1722975,19,12,5.45186,11,5.176149,155,612,30.522581,1,7,979,4,1.2614913,310,217,76,90,103,56,123,7,597,310,253,103,102,235,130,104,344,137,173,87,166,9,0.6161943,679,42,66,27,23,17,44,8,
137,2000-08-18 12:19,2585,2546,39,1686,0,860,11,553,4.674503,19,12,5.8303223,10,5.2989,159,1400,84.84906,1,6,1959,5,1.3195508,288,31,7,653,957,678,365,9,2249,288,2044,172,7,148,23,8,205,165,123,315,1729,10,1.936557,714,432,339,645,170,187,17,25,4
138,2000-08-18 12:20,3295,3108,187,2292,0,816,11,630,5.230159,21,11,5.9790864,11,5.173102,183,1796,87.857925,1,6,2227,5,1.479569,211,130,10,1327,644,891,690,7,2890,211,2623,13,14,136,117,57,267,22,189,329,2294,14,2.0603945,717,418,411,1048,275,139,68,17,3
139,2000-08-18 12:21,3123,2079,1044,1571,0,508,11,485,6.439175,22,11,6.1847043,11,5.666186,175,1007,67.314285,1,2,1973,4,1.5828687,352,658,149,800,343,639,400,2,1725,350,1394,49,283,230,452,386,331,114,236,239,1155,13,1.215498,705,389,318,321,106,79,116,27,10
140,2000-08-18 12:22,3247,2678,569,1540,0,1138,11,629,5.1621623,22,14,5.7662435,10,5.59186,191,1493,78.403145,1,2,2169,4,1.4970032,554,442,87,474,378,452,353,12,2116,552,1443,215,82,492,246,123,673,314,238,449,994,12,0.8352325,1503,338,432,246,67,40,17,12,6
141,2000-08-18 12:23,1303,1032,271,874,0,158,11,527,2.4724858,19,15,5.968992,9,4.983527,158,359,32.550632,0,0,1023,4,1.2737048,90,227,37,440,115,221,159,6,936,90,798,20,37,116,146,44,138,9,81,111,687,12,1.6454337,265,256,128,138,139,30,39,8,2
142,2000-08-18 12:24,1836,1255,581,815,0,440,11,492,3.7317073,18,16,5.1091633,11,4.815936,188,773,32.148937,1,4,1410,4,1.3021277,164,295,35,350,191,337,153,6,1087,164,937,8,186,190,221,284,150,33,131,319,618,13,0.9406318,526,183,307,152,33,21,10,2,7
143,2000-08-18 12:25,2122,1462,660,645,0,817,11,386,5.4974093,17,16,5.340629,10,5.0656633,169,929,43.822487,1,4,1594,4,1.3312422,256,442,123,294,225,262,210,2,1205,254,857,76,143,248,291,217,348,123,131,289,568,11,0.8722903,771,113,263,193,58,27,10,8,
144,2000-08-18 12:26,1711,1632,79,793,0,839,11,286,5.9825177,21,12,5.5833335,10,5.346201,129,1049,67.63566,1,1,1180,4,1.45,534,59,12,187,224,113,177,5,1095,533,755,348,15,229,45,18,340,342,191,354,401,8,0.7638808,1118,109,129,206,21,36,6,2,1
145,2000-08-18 12:27,3497,3314,183,2435,0,879,11,582,6.008591,22,12,5.7776103,9,4.671394,153,2850,101.18301,1,5,2622,5,1.3337147,136,138,53,576,988,380,673,1,3178,133,2217,18,41,109,83,44,961,35,98,499,1718,10,1.5498999,1515,246,325,771,190,196,25,32,4
146,2000-08-18 12:28,1798,978,820,760,0,218,11,515,3.4912622,23,12,5.51227,10,5.194274,161,380,31.552795,0,0,1316,4,1.3662614,100,499,133,183,178,170,145,4,877,99,626,32,240,82,356,318,251,44,55,193,433,9,0.6479422,504,164,125,67,73,10,25,7,
147,2000-08-18 12:29,1838,1393,445,591,0,802,11,307,5.986971,19,12,5.5534816,10,5.379756,126,1074,59.47619,0,0,1228,5,1.4967427,395,383,122,137,87,130,78,29,969,395,534,112,59,264,242,62,435,257,138,277,257,9,0.34439608,1045,189,57,28,15,15,2,9,
148,2000-08-18 12:30,1285,1221,64,877,0,344,11,234,5.491453,17,12,5.5577397,12,5.330057,146,808,44.575344,0,0,945,4,1.3597884,357,52,8,186,128,134,96,20,845,356,521,147,11,164,35,11,324,193,163,201,320,10,0.8225681,801,103,109,112,31,19,15,4,2
149,2000-08-18 12:31,1559,1281,278,963,0,318,11,530,2.9415095,20,12,5.061671,12,4.9032006,189,708,33.232803,1,8,1217,4,1.2810189,127,144,37,126,322,109,299,58,1096,127,807,7,85,90,68,134,289,90,37,257,550,10,0.7530468,650,255,166,103,21,8,5,3,6
150,2000-08-18 12:32,1346,440,906,419,0,21,11,226,5.9557524,21,13,5.427273,13,4.9977274,139,201,15.820144,1,4,1053,4,1.2782526,76,688,166,123,50,113,53,2,362,75,289,11,161,29,509,218,73,36,39,82,207,8,0.4717682,196,58,67,71,18,13,8,3,3
151,2000-08-18 12:33,1441,1291,150,531,2,758,11,241,5.9792533,14,12,5.2703333,11,5.1781564,129,1052,51.821705,0,0,1077,4,1.3379759,294,135,75,118,167,115,118,6,992,293,545,99,9,302,50,14,447,181,112,217,328,9,0.48924357,918,190,69,79,12,5,6,2,1
152,2000-08-18 12:34,854,790,64,497,0,293,11,226,3.7787611,17,12,5.606329,10,5.3443036,110,537,38.381817,1,1,722,4,1.1828254,205,57,14,132,42,78,55,1,584,205,341,114,6,117,34,7,243,184,21,106,235,9,0.64519906,536,99,67,63,9,4,7,2,1
153,2000-08-18 12:35,1126,566,560,398,0,168,11,239,4.711297,18,11,5.287986,10,4.9381623,119,296,23.487394,1,1,870,5,1.2942529,122,453,140,141,71,122,71,1,443,122,348,9,31,35,299,107,95,10,112,100,248,8,0.6305506,301,119,51,24,20,4,8,35,3
154,2000-08-18 12:36,1132,725,407,417,0,308,11,241,4.6970954,22,12,4.990345,10,4.6855173,137,516,24.79562,0,0,784,5,1.4438776,215,277,120,65,94,62,104,2,508,215,386,15,19,46,149,130,122,82,133,194,192,12,0.3886926,500,116,66,11,16,1,2,7,1
155,2000-08-18 12:37,1225,1047,178,484,0,563,11,213,5.7511735,20,12,6.0038204,10,5.741165,132,808,45.53788,1,3,904,4,1.3550885,448,71,29,128,180,55,119,7,595,444,315,112,96,145,33,104,280,297,147,87,228,9,0.7306122,674,101,67,157,21,14,2,2,
156,2000-08-18 12:38,1272,1192,80,1167,0,25,11,229,5.554585,16,11,4.920302,9,4.845638,122,823,47.34426,1,3,880,4,1.4454546,93,66,17,419,170,448,153,10,1093,90,944,6,8,57,43,10,149,51,39,165,779,9,1.2051886,375,312,338,104,45,6,1,,1
157,2000-08-18 12:39,3072,2083,989,1759,0,324,11,350,8.777143,22,12,5.2155547,9,5.036006,143,1281,73.35664,0,0,1977,4,1.5538695,210,656,221,646,165,686,149,4,1872,210,1573,68,287,204,409,330,299,92,118,295,1278,8,0.9404297,757,375,521,323,51,39,9,6,1
158,2000-08-18 12:40,2568,2142,426,1548,0,594,11,424,6.056604,19,13,5.0462184,10,4.735761,189,995,53.67196,1,5,1947,4,1.3189522,178,363,89,280,475,241,474,17,1947,178,1393,76,42,319,269,63,554,105,73,268,1125,9,1.0510125,952,408,361,225,90,33,41,6,
159,2000-08-18 12:41,1480,1385,95,786,0,599,11,332,4.4578314,17,13,6.129964,10,5.470758,169,900,44.83432,1,8,1163,4,1.272571,304,79,11,198,194,147,170,4,1077,304,661,125,16,266,61,16,416,203,101,240,421,10,1.2324325,891,81,105,119,46,26,35,33,8
160,2000-08-18 12:42,1150,969,181,820,0,149,11,286,4.020979,25,14,7.0804954,12,5.966976,186,444,31.086021,1,14,875,4,1.3142858,137,130,14,390,185,330,171,6,827,136,721,26,49,122,97,50,106,47,89,76,645,13,2.518261,246,193,105,87,75,58,34,50,24
161,2000-08-18 12:43,2015,1236,779,879,0,357,11,331,6.087613,19,18,5.33657,13,5.0420713,184,731,33.869564,0,0,1328,5,1.5173193,135,566,61,191,226,178,187,4,1098,135,868,40,208,160,496,212,230,60,75,340,528,14,0.71513647,660,229,153,75,37,26,20,14,7
162,2000-08-18 12:44,1169,932,237,469,0,463,11,316,3.699367,18,14,5.3540773,10,5.0085835,145,576,32.193104,0,0,986,3,1.1855984,334,164,48,118,157,80,140,9,589,334,344,139,8,121,114,73,245,198,136,83,261,14,0.7305389,579,136,99,37,27,17,5,9,10
163,2000-08-18 12:45,2028,1931,97,1443,0,488,11,321,6.317757,29,14,5.515277,10,5.174521,180,956,55.511112,1,18,1381,6,1.4685011,425,84,9,323,320,262,239,88,1418,425,933,40,10,195,67,13,485,225,200,277,656,9,1.0971401,1088,190,165,188,65,66,29,45,1
164,2000-08-18 12:46,1702,1266,436,839,0,427,11,320,5.31875,23,13,5.293839,10,5.022117,193,395,32.943005,1,1,1141,4,1.491674,311,237,57,268,347,275,291,45,910,311,698,40,107,127,155,199,212,71,240,98,600,10,1.3936545,492,138,173,158,75,94,34,28,22
165,2000-08-18 12:47,1661,949,712,604,1,344,11,282,5.890071,23,13,5.7049527,9,5.2381454,184,457,27.016304,0,0,1209,4,1.3738627,245,566,202,261,171,224,155,10,694,245,551,37,131,118,364,146,143,99,146,107,444,9,0.8693558,373,178,144,108,66,49,11,4,3
166,2000-08-18 12:48,1343,1249,94,662,0,587,11,259,5.185328,16,13,5.429944,10,5.2217774,138,885,47.260868,0,0,979,4,1.3718079,310,79,16,181,178,127,152,6,933,310,516,165,13,100,59,15,417,96,214,113,403,7,0.66120625,787,226,107,78,18,23,1,3,
167,2000-08-18 12:49,1054,940,114,724,0,216,11,290,3.6344829,19,15,5.7531915,11,5.4787235,140,408,36.785713,0,0,894,4,1.1789709,235,92,5,108,371,158,195,0,705,235,575,43,21,141,83,22,130,169,66,79,496,9,1.5113852,413,163,102,55,49,101,43,12,
168,2000-08-18 12:50,1754,1095,659,747,0,348,11,352,4.9829545,20,11,5.3041096,11,5.127854,151,478,37.18543,0,0,1156,4,1.5173011,202,558,95,202,244,258,166,0,893,202,712,21,63,120,460,101,181,103,99,179,533,8,0.94697833,514,165,147,110,18,91,7,41,2
169,2000-08-18 12:51,1408,951,457,478,0,473,11,296,4.756757,21,11,5.18612,10,4.825447,143,416,32.090908,0,0,969,4,1.4530444,174,402,192,211,166,225,134,7,770,174,504,99,44,62,203,55,266,41,133,104,400,8,0.86079544,421,218,123,80,40,29,30,1,2
